src.fid;src.device_id;src.ab_eoi_code;Status;src.network;Region;Gewest;Municipality;Gemeente;src.Name;src.timestamp;src.Value;Google Maps;Google Street View;Geo Point
pm10_hmean_station.fid--17262e03_197a4795c21_-4e63;7086;BETR701;Active;Flanders;;;;;44R701 - Gent;2025-06-24T13:00:00+02:00;28;https://www.google.com/maps/search/?api=1&query=194435%2C105169;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=194435%2C105169;51.05833171626477, 3.729298171690588
pm10_hmean_station.fid--17262e03_197a4795c21_-4e62;10704;BETR702;Active;Flanders;;;;;44R702 - Gent (Carlierlaan);2025-06-24T13:00:00+02:00;21;https://www.google.com/maps/search/?api=1&query=192469%2C105550;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=192469%2C105550;51.04068941942742, 3.734971479685309
pm10_hmean_station.fid--17262e03_197a4795c21_-4e60;7117;BETR740;Active;Flanders;;;;;44R740 - Sint-Kruiswinkel;2025-06-24T13:00:00+02:00;99;https://www.google.com/maps/search/?api=1&query=204603%2C110815;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=204603%2C110815;51.1501360900007, 3.808735430412745
pm10_hmean_station.fid--17262e03_197a4795c21_-4e57;11054;BETR237;Active;Wallonia;;;;;48R237 - Aeroport 1;2025-06-24T13:00:00+02:00;9;https://www.google.com/maps/search/?api=1&query=149822%2C227899;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=149822%2C227899;50.65381476013357, 5.470383864868788
pm10_hmean_station.fid--17262e03_197a4795c21_-4e52;10768;BELAL04;Active;Flanders;;;;;40AL04 - Beveren;2025-06-24T12:00:00+02:00;40;https://www.google.com/maps/search/?api=1&query=220093%2C144738;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=220093%2C144738;51.2906675267467, 4.2933294769403885
pm10_hmean_station.fid--17262e03_197a4795c21_-4e51;6157;BELAL05;Active;Flanders;;;;;40AL05 - Beveren;2025-06-24T12:00:00+02:00;27;https://www.google.com/maps/search/?api=1&query=217029%2C143727;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=217029%2C143727;51.26311771687359, 4.278889821667833
pm10_hmean_station.fid--17262e03_197a4795c21_-4e50;10953;BELEG05;Active;Flanders;;;;;40EG05 - Rieme;2025-06-24T12:00:00+02:00;34;https://www.google.com/maps/search/?api=1&query=207276%2C109251;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=207276%2C109251;51.17405383876952, 3.7860846523965366
pm10_hmean_station.fid--17262e03_197a4795c21_-4e4e;6218;BELHB23;Active;Flanders;;;;;40HB23 - Hoboken;2025-06-24T12:00:00+02:00;51;https://www.google.com/maps/search/?api=1&query=206699%2C148059;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=206699%2C148059;51.17029803843535, 4.341005064562845
pm10_hmean_station.fid--17262e03_197a4795c21_-4e4c;6324;BELOB01;Active;Flanders;;;;;40OB01 - Oostrozebeke;2025-06-24T12:00:00+02:00;43;https://www.google.com/maps/search/?api=1&query=179078%2C75367;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=179078%2C75367;50.91722844102679, 3.3073857993357563
pm10_hmean_station.fid--17262e03_197a4795c21_-4e4a;11043;BELSZ05;Active;Flanders;;;;;40SZ05 - Steenokkerzeel;2025-06-24T12:00:00+02:00;23;https://www.google.com/maps/search/?api=1&query=178491%2C160297;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=178491%2C160297;50.91664840535989, 4.515181795705702
pm10_hmean_station.fid--17262e03_197a4795c21_-4e48;11074;BELZB08;Active;Flanders;;;;;40ZB08 - Zeebrugge (Evendijk-Oost);2025-06-24T12:00:00+02:00;18;https://www.google.com/maps/search/?api=1&query=225138%2C69418;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=225138%2C69418;51.330403831641554, 3.212604898952718
pm10_hmean_station.fid--17262e03_197a4795c21_-4e44;6578;BETR001;Active;Brussels;;;;;41R001 - Molenbeek-Saint-Jean;2025-06-24T12:00:00+02:00;23;https://www.google.com/maps/search/?api=1&query=171030%2C147540;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=171030%2C147540;50.84966548806797, 4.333819707712016
pm10_hmean_station.fid--17262e03_197a4795c21_-4e43;6626;BETR012;Active;Brussels;;;;;41R012 - Uccle;2025-06-24T12:00:00+02:00;21;https://www.google.com/maps/search/?api=1&query=165130%2C149280;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=165130%2C149280;50.796631638497885, 4.358538856351678
pm10_hmean_station.fid--17262e03_197a4795c21_-4e37;6771;BETR020;Active;Flanders;;;;;42R020 - Vilvoorde;2025-06-24T12:00:00+02:00;40;https://www.google.com/maps/search/?api=1&query=181235%2C154777;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=181235%2C154777;50.94138711459387, 4.436720763534069
pm10_hmean_station.fid--17262e03_197a4795c21_-4e25;6911;BETN067;Active;Wallonia;;;;;43N067 - Membach;2025-06-24T12:00:00+02:00;9;https://www.google.com/maps/search/?api=1&query=145881%2C264933;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=145881%2C264933;50.61227752813395, 5.9927527191870595
pm10_hmean_station.fid--17262e03_197a4795c21_-4e21;6943;BETN093;Active;Wallonia;;;;;43N093 - Sinsin;2025-06-24T12:00:00+02:00;8;https://www.google.com/maps/search/?api=1&query=107410%2C211760;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=107410%2C211760;50.27447751094961, 5.235168654774107
pm10_hmean_station.fid--17262e03_197a4795c21_-4e19;7008;BETR223;Active;Wallonia;;;;;43R223 - Jemeppe;2025-06-24T12:00:00+02:00;14;https://www.google.com/maps/search/?api=1&query=146185%2C231210;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=146185%2C231210;50.6206708788392, 5.516404755142998
pm10_hmean_station.fid--17262e03_197a4795c21_-4e16;7034;BETM705;Active;Flanders;;;;;44M705 - Roeselare;2025-06-24T12:00:00+02:00;32;https://www.google.com/maps/search/?api=1&query=182374%2C64521;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=182374%2C64521;50.94535924135039, 3.152401590470013
pm10_hmean_station.fid--17262e03_197a4795c21_-4e15;7042;BETN012;Active;Flanders;;;;;44N012 - Moerkerke;2025-06-24T12:00:00+02:00;16;https://www.google.com/maps/search/?api=1&query=216550%2C79753;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=216550%2C79753;51.254573622436354, 3.3625358887016032
pm10_hmean_station.fid--17262e03_197a4795c21_-4e14;7054;BETN029;Active;Flanders;;;;;44N029 - Houtem;2025-06-24T12:00:00+02:00;14;https://www.google.com/maps/search/?api=1&query=191071%2C24655;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=191071%2C24655;51.01628011113793, 2.582322781489744
pm10_hmean_station.fid--17262e03_197a4795c21_-4e11;10704;BETR702;Active;Flanders;;;;;44R702 - Gent (Carlierlaan);2025-06-24T12:00:00+02:00;21;https://www.google.com/maps/search/?api=1&query=192469%2C105550;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=192469%2C105550;51.04068941942742, 3.734971479685309
pm10_hmean_station.fid--17262e03_197a4795c21_-4e01;10768;BELAL04;Active;Flanders;;;;;40AL04 - Beveren;2025-06-24T11:00:00+02:00;42;https://www.google.com/maps/search/?api=1&query=220093%2C144738;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=220093%2C144738;51.2906675267467, 4.2933294769403885
pm10_hmean_station.fid--17262e03_197a4795c21_-4dfe;11048;BELGK37;Active;Flanders;;;;;40GK37 - Genk;2025-06-24T11:00:00+02:00;34;https://www.google.com/maps/search/?api=1&query=180790%2C231004;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=180790%2C231004;50.93174971458806, 5.521087481113465
pm10_hmean_station.fid--17262e03_197a4795c21_-4df9;11043;BELSZ05;Active;Flanders;;;;;40SZ05 - Steenokkerzeel;2025-06-24T11:00:00+02:00;19;https://www.google.com/maps/search/?api=1&query=178491%2C160297;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=178491%2C160297;50.91664840535989, 4.515181795705702
pm10_hmean_station.fid--17262e03_197a4795c21_-4df0;10939;BETAL09;Active;Flanders;;;;;42AL09 - Antwerpen (Van Averbekelaan);2025-06-24T11:00:00+02:00;23;https://www.google.com/maps/search/?api=1&query=213320%2C150543;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=213320%2C150543;51.2298134181564, 4.376531512921883
pm10_hmean_station.fid--17262e03_197a4795c21_-4de6;6771;BETR020;Active;Flanders;;;;;42R020 - Vilvoorde;2025-06-24T11:00:00+02:00;53;https://www.google.com/maps/search/?api=1&query=181235%2C154777;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=181235%2C154777;50.94138711459387, 4.436720763534069
pm10_hmean_station.fid--17262e03_197a4795c21_-4de4;6788;BETR802;Active;Flanders;;;;;42R802 - Borgerhout;2025-06-24T11:00:00+02:00;28;https://www.google.com/maps/search/?api=1&query=211064%2C154405;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=211064%2C154405;51.2095187315834, 4.4317922307924436
pm10_hmean_station.fid--17262e03_197a4795c21_-4ddd;10610;BETR834;Active;Flanders;;;;;42R834 - Boom;2025-06-24T11:00:00+02:00;20;https://www.google.com/maps/search/?api=1&query=197988%2C150795;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=197988%2C150795;51.092000037504356, 4.380103544882495
pm10_hmean_station.fid--17262e03_197a4795c21_-4ddc;100021;BETR842;Active;Flanders;;;;;42R842 - Mechelen (Hendrik Speecqvest);2025-06-24T11:00:00+02:00;27;https://www.google.com/maps/search/?api=1&query=190026%2C158034;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=190026%2C158034;51.020374444318165, 4.483255334197501
pm10_hmean_station.fid--17262e03_197a4795c21_-4dd3;6919;BETN070;Active;Wallonia;;;;;43N070 - Mons;2025-06-24T11:00:00+02:00;27;https://www.google.com/maps/search/?api=1&query=128350%2C119540;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=128350%2C119540;50.46519215642684, 3.9397143255238394
pm10_hmean_station.fid--17262e03_197a4795c21_-4dca;6993;BETR221;Active;Wallonia;;;;;43R221 - Liège;2025-06-24T11:00:00+02:00;30;https://www.google.com/maps/search/?api=1&query=150514%2C239023;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=150514%2C239023;50.658444416786566, 5.627835290852658
pm10_hmean_station.fid--17262e03_197a4795c21_-4db3;100048;BETR516;Active;Wallonia;;;;;48R516 - Aeroport 2;2025-06-24T11:00:00+02:00;15;https://www.google.com/maps/search/?api=1&query=128707%2C158250;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=128707%2C158250;50.469131603874, 4.484957959246505
pm10_hmean_station.fid--17262e03_197a4795c21_-4db1;10767;BELAL03;Active;Flanders;;;;;40AL03 - Beveren;2025-06-24T10:00:00+02:00;23;https://www.google.com/maps/search/?api=1&query=216020%2C138320;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=216020%2C138320;51.25396488066987, 4.201460395126576
pm10_hmean_station.fid--17262e03_197a4795c21_-4daf;6157;BELAL05;Active;Flanders;;;;;40AL05 - Beveren;2025-06-24T10:00:00+02:00;23;https://www.google.com/maps/search/?api=1&query=217029%2C143727;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=217029%2C143727;51.26311771687359, 4.278889821667833
pm10_hmean_station.fid--17262e03_197a4795c21_-4da0;100033;BETREG1;Active;Brussels;;;;;41REG1 - Brussel (Bld du Régent);2025-06-24T10:00:00+02:00;27;https://www.google.com/maps/search/?api=1&query=170351%2C149877;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=170351%2C149877;50.84356660319525, 4.367005785367071
pm10_hmean_station.fid--17262e03_197a4795c21_-4d9f;10939;BETAL09;Active;Flanders;;;;;42AL09 - Antwerpen (Van Averbekelaan);2025-06-24T10:00:00+02:00;18;https://www.google.com/maps/search/?api=1&query=213320%2C150543;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=213320%2C150543;51.2298134181564, 4.376531512921883
pm10_hmean_station.fid--17262e03_197a4795c21_-4d9d;100039;BETDU07;Active;Flanders;;;;;40DU07 - Deurne;2025-06-24T10:00:00+02:00;27;https://www.google.com/maps/search/?api=1&query=212942%2C155588;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=212942%2C155588;51.2263885910435, 4.4487499033416125
pm10_hmean_station.fid--17262e03_197a4795c21_-4d91;10762;BETR804;Active;Flanders;;;;;42R804 - Antwerpen (Ring);2025-06-24T10:00:00+02:00;19;https://www.google.com/maps/search/?api=1&query=210707%2C155115;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=210707%2C155115;51.206303948654636, 4.441947090848597
pm10_hmean_station.fid--17262e03_197a4795c21_-4d8e;10769;BETR818;Active;Flanders;;;;;42R818 - Antwerpen (Burchtse Weel);2025-06-24T10:00:00+02:00;30;https://www.google.com/maps/search/?api=1&query=211367%2C148728;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=211367%2C148728;51.212258108540006, 4.350554534328846
pm10_hmean_station.fid--17262e03_197a4795c21_-4d8d;10956;BETR823;Active;Flanders;;;;;42R823 - Beveren;2025-06-24T10:00:00+02:00;21;https://www.google.com/maps/search/?api=1&query=211485%2C140998;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=211485%2C140998;51.21325060421084, 4.239930592809776
pm10_hmean_station.fid--17262e03_197a4795c21_-4d8c;10610;BETR834;Active;Flanders;;;;;42R834 - Boom;2025-06-24T10:00:00+02:00;20;https://www.google.com/maps/search/?api=1&query=197988%2C150795;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=197988%2C150795;51.092000037504356, 4.380103544882495
pm10_hmean_station.fid--17262e03_197a4795c21_-4d88;6880;BETH201;Active;Wallonia;;;;;43H201 - Liège;2025-06-24T10:00:00+02:00;7;https://www.google.com/maps/search/?api=1&query=146700%2C233400;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=146700%2C233400;50.62499156889806, 5.547464182570819
pm10_hmean_station.fid--17262e03_197a4795c21_-4d87;6883;BETM204;Active;Wallonia;;;;;43M204 - Angleur;2025-06-24T10:00:00+02:00;17;https://www.google.com/maps/search/?api=1&query=145320%2C237930;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=145320%2C237930;50.611922706553244, 5.611149762819439
pm10_hmean_station.fid--17262e03_197a4795c21_-4d84;11071;BETN064;Active;Wallonia;;;;;43N064 - Rixensart;2025-06-24T10:00:00+02:00;27;https://www.google.com/maps/search/?api=1&query=156712%2C158870;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=156712%2C158870;50.72088837560367, 4.494362377317611
pm10_hmean_station.fid--17262e03_197a4795c21_-4d7a;100029;BETR202;"Empty or value=""-9999""";Wallonia;;;;;43R202 - Liège;2025-06-24T10:00:00+02:00;;https://www.google.com/maps/search/?api=1&query=148172%2C235097;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=148172%2C235097;50.63797831100492, 5.571781423606139
pm10_hmean_station.fid--17262e03_197a4795c21_-4d77;7008;BETR223;Active;Wallonia;;;;;43R223 - Jemeppe;2025-06-24T10:00:00+02:00;12;https://www.google.com/maps/search/?api=1&query=146185%2C231210;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=146185%2C231210;50.6206708788392, 5.516404755142998
pm10_hmean_station.fid--17262e03_197a4795c21_-4d73;7042;BETN012;Active;Flanders;;;;;44N012 - Moerkerke;2025-06-24T10:00:00+02:00;18;https://www.google.com/maps/search/?api=1&query=216550%2C79753;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=216550%2C79753;51.254573622436354, 3.3625358887016032
pm10_hmean_station.fid--17262e03_197a4795c21_-4d71;7069;BETN052;Active;Flanders;;;;;44N052 - Zwevegem;2025-06-24T10:00:00+02:00;21;https://www.google.com/maps/search/?api=1&query=167678%2C76269;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=167678%2C76269;50.814873869919765, 3.3224943190372773
pm10_hmean_station.fid--17262e03_197a4795c21_-4d70;7086;BETR701;Active;Flanders;;;;;44R701 - Gent;2025-06-24T10:00:00+02:00;27;https://www.google.com/maps/search/?api=1&query=194435%2C105169;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=194435%2C105169;51.05833171626477, 3.729298171690588
pm10_hmean_station.fid--17262e03_197a4795c21_-4d6d;7117;BETR740;Active;Flanders;;;;;44R740 - Sint-Kruiswinkel;2025-06-24T10:00:00+02:00;54;https://www.google.com/maps/search/?api=1&query=204603%2C110815;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=204603%2C110815;51.1501360900007, 3.808735430412745
pm10_hmean_station.fid--17262e03_197a4795c21_-4d6a;7135;BETR501;Active;Wallonia;;;;;45R501 - Charleroi;2025-06-24T10:00:00+02:00;19;https://www.google.com/maps/search/?api=1&query=122050%2C155930;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=122050%2C155930;50.40931145201488, 4.452171781049859
pm10_hmean_station.fid--17262e03_197a4795c21_-4d5d;10953;BELEG05;Active;Flanders;;;;;40EG05 - Rieme;2025-06-24T09:00:00+02:00;32;https://www.google.com/maps/search/?api=1&query=207276%2C109251;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=207276%2C109251;51.17405383876952, 3.7860846523965366
pm10_hmean_station.fid--17262e03_197a4795c21_-4d5a;6301;BELMN01;Active;Flanders;;;;;40MN01 - Menen;2025-06-24T09:00:00+02:00;27;https://www.google.com/maps/search/?api=1&query=165530%2C61230;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=165530%2C61230;50.79346904431341, 3.1096418744986645
pm10_hmean_station.fid--17262e03_197a4795c21_-4d55;11074;BELZB08;Active;Flanders;;;;;40ZB08 - Zeebrugge (Evendijk-Oost);2025-06-24T09:00:00+02:00;21;https://www.google.com/maps/search/?api=1&query=225138%2C69418;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=225138%2C69418;51.330403831641554, 3.212604898952718
pm10_hmean_station.fid--17262e03_197a4795c21_-4d54;6531;BETB011;Active;Brussels;;;;;41B011 - Berchem-Sainte-Agathe;2025-06-24T09:00:00+02:00;19;https://www.google.com/maps/search/?api=1&query=171963%2C144338;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=171963%2C144338;50.85803059327685, 4.288336366305905
pm10_hmean_station.fid--17262e03_197a4795c21_-4d50;6626;BETR012;Active;Brussels;;;;;41R012 - Uccle;2025-06-24T09:00:00+02:00;20;https://www.google.com/maps/search/?api=1&query=165130%2C149280;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=165130%2C149280;50.796631638497885, 4.358538856351678
pm10_hmean_station.fid--17262e03_197a4795c21_-4d4f;100033;BETREG1;Active;Brussels;;;;;41REG1 - Brussel (Bld du Régent);2025-06-24T09:00:00+02:00;31;https://www.google.com/maps/search/?api=1&query=170351%2C149877;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=170351%2C149877;50.84356660319525, 4.367005785367071
pm10_hmean_station.fid--17262e03_197a4795c21_-4d4a;6693;BETM802;Active;Flanders;;;;;42M802 - Antwerpen;2025-06-24T09:00:00+02:00;32;https://www.google.com/maps/search/?api=1&query=216790%2C153884;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=216790%2C153884;51.260989707467004, 4.424399006935333
pm10_hmean_station.fid--17262e03_197a4795c21_-4d43;6786;BETR801;Active;Flanders;;;;;42R801 - Borgerhout;2025-06-24T09:00:00+02:00;22;https://www.google.com/maps/search/?api=1&query=211080%2C154407;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=211080%2C154407;51.20966253090992, 4.431821046968845
pm10_hmean_station.fid--17262e03_197a4795c21_-4d3f;10929;BETR805;Active;Flanders;;;;;42R805 - Antwerpen (Belgiëlei);2025-06-24T09:00:00+02:00;23;https://www.google.com/maps/search/?api=1&query=210920%2C153690;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=210920%2C153690;51.20822947181707, 4.4215592510652755
pm10_hmean_station.fid--17262e03_197a4795c21_-4d3d;10769;BETR818;Active;Flanders;;;;;42R818 - Antwerpen (Burchtse Weel);2025-06-24T09:00:00+02:00;24;https://www.google.com/maps/search/?api=1&query=211367%2C148728;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=211367%2C148728;51.212258108540006, 4.350554534328846
pm10_hmean_station.fid--17262e03_197a4795c21_-4d39;10937;BETZD01;Active;Flanders;;;;;42ZD01 - Zwijndrecht (Binnenplein);2025-06-24T09:00:00+02:00;79;https://www.google.com/maps/search/?api=1&query=211728%2C147007;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=211728%2C147007;51.2154967122348, 4.325923016227136
pm10_hmean_station.fid--17262e03_197a4795c21_-4d37;6880;BETH201;Active;Wallonia;;;;;43H201 - Liège;2025-06-24T09:00:00+02:00;5;https://www.google.com/maps/search/?api=1&query=146700%2C233400;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=146700%2C233400;50.62499156889806, 5.547464182570819
pm10_hmean_station.fid--17262e03_197a4795c21_-4d31;6919;BETN070;Active;Wallonia;;;;;43N070 - Mons;2025-06-24T09:00:00+02:00;33;https://www.google.com/maps/search/?api=1&query=128350%2C119540;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=128350%2C119540;50.46519215642684, 3.9397143255238394
pm10_hmean_station.fid--17262e03_197a4795c21_-4d22;7042;BETN012;Active;Flanders;;;;;44N012 - Moerkerke;2025-06-24T09:00:00+02:00;19;https://www.google.com/maps/search/?api=1&query=216550%2C79753;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=216550%2C79753;51.254573622436354, 3.3625358887016032
pm10_hmean_station.fid--17262e03_197a4795c21_-4d21;7054;BETN029;Active;Flanders;;;;;44N029 - Houtem;2025-06-24T09:00:00+02:00;16;https://www.google.com/maps/search/?api=1&query=191071%2C24655;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=191071%2C24655;51.01628011113793, 2.582322781489744
pm10_hmean_station.fid--17262e03_197a4795c21_-4d1f;7086;BETR701;Active;Flanders;;;;;44R701 - Gent;2025-06-24T09:00:00+02:00;30;https://www.google.com/maps/search/?api=1&query=194435%2C105169;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=194435%2C105169;51.05833171626477, 3.729298171690588
pm10_hmean_station.fid--17262e03_197a4795c21_-4d1b;7125;BETR750;Active;Flanders;;;;;44R750 - Zelzate;2025-06-24T09:00:00+02:00;24;https://www.google.com/maps/search/?api=1&query=209705%2C111845;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=209705%2C111845;51.19606326849923, 3.8229200468043354
pm10_hmean_station.fid--17262e03_197a4795c21_-4d1a;6334;BELRL01;Active;Flanders;;;;;44RL01 - Roeselare;2025-06-24T09:00:00+02:00;18;https://www.google.com/maps/search/?api=1&query=183280%2C62340;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=183280%2C62340;50.95317728023859, 3.121155598901244
pm10_hmean_station.fid--17262e03_197a4795c21_-4d19;7135;BETR501;Active;Wallonia;;;;;45R501 - Charleroi;2025-06-24T09:00:00+02:00;25;https://www.google.com/maps/search/?api=1&query=122050%2C155930;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=122050%2C155930;50.40931145201488, 4.452171781049859
pm10_hmean_station.fid--17262e03_197a4795c21_-4d17;7148;BETR510;Active;Wallonia;;;;;45R510 - Châtelineau;2025-06-24T09:00:00+02:00;15;https://www.google.com/maps/search/?api=1&query=122850%2C160830;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=122850%2C160830;50.416433359538004, 4.521130208130446
pm10_hmean_station.fid--17262e03_197a4795c21_-4d16;7151;BETR511;Active;Wallonia;;;;;45R511 - Marcinelle;2025-06-24T09:00:00+02:00;21;https://www.google.com/maps/search/?api=1&query=118520%2C153980;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=118520%2C153980;50.37759210212807, 4.42470045040247
pm10_hmean_station.fid--17262e03_197a4795c21_-4d15;7162;BETR512;Active;Wallonia;;;;;45R512 - Marchienne;2025-06-24T09:00:00+02:00;35;https://www.google.com/maps/search/?api=1&query=121880%2C151930;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=121880%2C151930;50.407810199416645, 4.395897117039241
pm10_hmean_station.fid--17262e03_197a4795c21_-4d12;100043;BETR515;Active;Wallonia;;;;;48R515 - Aeroport 1;2025-06-24T09:00:00+02:00;20;https://www.google.com/maps/search/?api=1&query=126752%2C154028;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=126752%2C154028;50.451600180544055, 4.425464746587248
pm10_hmean_station.fid--17262e03_197a4795c21_-4d08;6324;BELOB01;Active;Flanders;;;;;40OB01 - Oostrozebeke;2025-06-24T08:00:00+02:00;43;https://www.google.com/maps/search/?api=1&query=179078%2C75367;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=179078%2C75367;50.91722844102679, 3.3073857993357563
pm10_hmean_station.fid--17262e03_197a4795c21_-4d07;10691;BELSA04;Active;Flanders;;;;;40SA04 - Hoevenen;2025-06-24T08:00:00+02:00;17;https://www.google.com/maps/search/?api=1&query=222679%2C152448;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=222679%2C152448;51.3139288941448, 4.403868139749611
pm10_hmean_station.fid--17262e03_197a4795c21_-4cfa;10784;BELHH08;Active;Flanders;;;;;42HH08 - Houthalen-Helchteren;2025-06-24T08:00:00+02:00;18;https://www.google.com/maps/search/?api=1&query=191749%2C220682;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=191749%2C220682;51.03160178512385, 5.3763866842389705
pm10_hmean_station.fid--17262e03_197a4795c21_-4cf9;6693;BETM802;Active;Flanders;;;;;42M802 - Antwerpen;2025-06-24T08:00:00+02:00;43;https://www.google.com/maps/search/?api=1&query=216790%2C153884;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=216790%2C153884;51.260989707467004, 4.424399006935333
pm10_hmean_station.fid--17262e03_197a4795c21_-4cee;10929;BETR805;Active;Flanders;;;;;42R805 - Antwerpen (Belgiëlei);2025-06-24T08:00:00+02:00;23;https://www.google.com/maps/search/?api=1&query=210920%2C153690;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=210920%2C153690;51.20822947181707, 4.4215592510652755
pm10_hmean_station.fid--17262e03_197a4795c21_-4cea;10610;BETR834;Active;Flanders;;;;;42R834 - Boom;2025-06-24T08:00:00+02:00;27;https://www.google.com/maps/search/?api=1&query=197988%2C150795;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=197988%2C150795;51.092000037504356, 4.380103544882495
pm10_hmean_station.fid--17262e03_197a4795c21_-4ce6;6880;BETH201;Active;Wallonia;;;;;43H201 - Liège;2025-06-24T08:00:00+02:00;4;https://www.google.com/maps/search/?api=1&query=146700%2C233400;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=146700%2C233400;50.62499156889806, 5.547464182570819
pm10_hmean_station.fid--17262e03_197a4795c21_-4ce4;6892;BETN060;Active;Wallonia;;;;;43N060 - Havinnes;2025-06-24T08:00:00+02:00;13;https://www.google.com/maps/search/?api=1&query=145512%2C85521;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=145512%2C85521;50.61671840179383, 3.4576244271817296
pm10_hmean_station.fid--17262e03_197a4795c21_-4ce2;11071;BETN064;Active;Wallonia;;;;;43N064 - Rixensart;2025-06-24T08:00:00+02:00;18;https://www.google.com/maps/search/?api=1&query=156712%2C158870;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=156712%2C158870;50.72088837560367, 4.494362377317611
