src.fid;src.device_id;src.ab_eoi_code;Status;src.network;Region;Gewest;Municipality;Gemeente;src.Name;src.timestamp;src.Value;Google Maps;Google Street View;Geo Point
pm10_hmean_station.fid--17262e03_197a4795c21_-52c1;10767;BELAL03;Active;Flanders;;;;;40AL03 - Beveren;2025-06-25T02:00:00+02:00;7;https://www.google.com/maps/search/?api=1&query=216020%2C138320;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=216020%2C138320;51.25396488066987, 4.201460395126576
pm10_hmean_station.fid--17262e03_197a4795c21_-52c0;10768;BELAL04;Active;Flanders;;;;;40AL04 - Beveren;2025-06-25T02:00:00+02:00;11;https://www.google.com/maps/search/?api=1&query=220093%2C144738;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=220093%2C144738;51.2906675267467, 4.2933294769403885
pm10_hmean_station.fid--17262e03_197a4795c21_-52b8;11043;BELSZ05;Active;Flanders;;;;;40SZ05 - Steenokkerzeel;2025-06-25T02:00:00+02:00;8;https://www.google.com/maps/search/?api=1&query=178491%2C160297;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=178491%2C160297;50.91664840535989, 4.515181795705702
pm10_hmean_station.fid--17262e03_197a4795c21_-52b3;6563;BETN043;Active;Brussels;;;;;41N043 - Haren;2025-06-25T02:00:00+02:00;6;https://www.google.com/maps/search/?api=1&query=174800%2C151000;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=174800%2C151000;50.883559811382206, 4.38296325180234
pm10_hmean_station.fid--17262e03_197a4795c21_-52ab;6693;BETM802;Active;Flanders;;;;;42M802 - Antwerpen;2025-06-25T02:00:00+02:00;6;https://www.google.com/maps/search/?api=1&query=216790%2C153884;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=216790%2C153884;51.260989707467004, 4.424399006935333
pm10_hmean_station.fid--17262e03_197a4795c21_-52a9;6704;BETN016;Active;Flanders;;;;;42N016 - Dessel;2025-06-25T02:00:00+02:00;6;https://www.google.com/maps/search/?api=1&query=214045%2C205542;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=214045%2C205542;51.23365220616227, 5.1639788463317595
pm10_hmean_station.fid--17262e03_197a4795c21_-529b;100021;BETR842;Active;Flanders;;;;;42R842 - Mechelen (Hendrik Speecqvest);2025-06-25T02:00:00+02:00;5;https://www.google.com/maps/search/?api=1&query=190026%2C158034;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=190026%2C158034;51.020374444318165, 4.483255334197501
pm10_hmean_station.fid--17262e03_197a4795c21_-5295;6900;BETN063;"Empty or value=""-9999""";Wallonia;;;;;43N063 - Corroy-Le-Grand;2025-06-25T02:00:00+02:00;;https://www.google.com/maps/search/?api=1&query=149467%2C171181;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=149467%2C171181;50.65543910340045, 4.668287682824639
pm10_hmean_station.fid--17262e03_197a4795c21_-528b;6970;BETN132;Active;Wallonia;;;;;43N132 - Habay-La-Neuve;2025-06-25T02:00:00+02:00;6;https://www.google.com/maps/search/?api=1&query=46070%2C240980;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=46070%2C240980;49.71928118788111, 5.630397740609144
pm10_hmean_station.fid--17262e03_197a4795c21_-528a;100029;BETR202;"Empty or value=""-9999""";Wallonia;;;;;43R202 - Liège;2025-06-25T02:00:00+02:00;;https://www.google.com/maps/search/?api=1&query=148172%2C235097;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=148172%2C235097;50.63797831100492, 5.571781423606139
pm10_hmean_station.fid--17262e03_197a4795c21_-5287;7008;BETR223;Active;Wallonia;;;;;43R223 - Jemeppe;2025-06-25T02:00:00+02:00;6;https://www.google.com/maps/search/?api=1&query=146185%2C231210;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=146185%2C231210;50.6206708788392, 5.516404755142998
pm10_hmean_station.fid--17262e03_197a4795c21_-5281;7069;BETN052;Active;Flanders;;;;;44N052 - Zwevegem;2025-06-25T02:00:00+02:00;6;https://www.google.com/maps/search/?api=1&query=167678%2C76269;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=167678%2C76269;50.814873869919765, 3.3224943190372773
pm10_hmean_station.fid--17262e03_197a4795c21_-5271;6153;BELAL02;Active;Flanders;;;;;40AL02 - Beveren;2025-06-25T01:00:00+02:00;7;https://www.google.com/maps/search/?api=1&query=221640%2C140660;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=221640%2C140660;51.30452079034417, 4.234832753144062
pm10_hmean_station.fid--17262e03_197a4795c21_-5270;10767;BELAL03;Active;Flanders;;;;;40AL03 - Beveren;2025-06-25T01:00:00+02:00;6;https://www.google.com/maps/search/?api=1&query=216020%2C138320;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=216020%2C138320;51.25396488066987, 4.201460395126576
pm10_hmean_station.fid--17262e03_197a4795c21_-526c;11048;BELGK37;Active;Flanders;;;;;40GK37 - Genk;2025-06-25T01:00:00+02:00;25;https://www.google.com/maps/search/?api=1&query=180790%2C231004;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=180790%2C231004;50.93174971458806, 5.521087481113465
pm10_hmean_station.fid--17262e03_197a4795c21_-526a;6301;BELMN01;Active;Flanders;;;;;40MN01 - Menen;2025-06-25T01:00:00+02:00;7;https://www.google.com/maps/search/?api=1&query=165530%2C61230;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=165530%2C61230;50.79346904431341, 3.1096418744986645
pm10_hmean_station.fid--17262e03_197a4795c21_-5266;11061;BELZB07;Active;Flanders;;;;;40ZB07 - Zeebrugge;2025-06-25T01:00:00+02:00;6;https://www.google.com/maps/search/?api=1&query=224173%2C69794;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=224173%2C69794;51.32178391495644, 3.2182131043832807
pm10_hmean_station.fid--17262e03_197a4795c21_-5263;6552;BETMEU1;Active;Brussels;;;;;41MEU1 - Meudon;2025-06-25T01:00:00+02:00;6;https://www.google.com/maps/search/?api=1&query=176084%2C151686;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=176084%2C151686;50.89510056203224, 4.392717697566157
pm10_hmean_station.fid--17262e03_197a4795c21_-5262;6563;BETN043;Active;Brussels;;;;;41N043 - Haren;2025-06-25T01:00:00+02:00;7;https://www.google.com/maps/search/?api=1&query=174800%2C151000;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=174800%2C151000;50.883559811382206, 4.38296325180234
pm10_hmean_station.fid--17262e03_197a4795c21_-525c;100039;BETDU07;Active;Flanders;;;;;40DU07 - Deurne;2025-06-25T01:00:00+02:00;8;https://www.google.com/maps/search/?api=1&query=212942%2C155588;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=212942%2C155588;51.2263885910435, 4.4487499033416125
pm10_hmean_station.fid--17262e03_197a4795c21_-525b;10784;BELHH08;Active;Flanders;;;;;42HH08 - Houthalen-Helchteren;2025-06-25T01:00:00+02:00;8;https://www.google.com/maps/search/?api=1&query=191749%2C220682;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=191749%2C220682;51.03160178512385, 5.3763866842389705
pm10_hmean_station.fid--17262e03_197a4795c21_-525a;6693;BETM802;Active;Flanders;;;;;42M802 - Antwerpen;2025-06-25T01:00:00+02:00;8;https://www.google.com/maps/search/?api=1&query=216790%2C153884;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=216790%2C153884;51.260989707467004, 4.424399006935333
pm10_hmean_station.fid--17262e03_197a4795c21_-5259;11030;BETMK02;Active;Flanders;;;;;42MK02 - Merksem;2025-06-25T01:00:00+02:00;8;https://www.google.com/maps/search/?api=1&query=215624%2C154103;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=215624%2C154103;51.250507862508094, 4.427522934333513
pm10_hmean_station.fid--17262e03_197a4795c21_-5255;6749;BETN054;Active;Flanders;;;;;42N054 - Walshoutem;2025-06-25T01:00:00+02:00;11;https://www.google.com/maps/search/?api=1&query=155940%2C201869;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=155940%2C201869;50.711706093733504, 5.103158609453958
pm10_hmean_station.fid--17262e03_197a4795c21_-524d;10769;BETR818;Active;Flanders;;;;;42R818 - Antwerpen (Burchtse Weel);2025-06-25T01:00:00+02:00;7;https://www.google.com/maps/search/?api=1&query=211367%2C148728;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=211367%2C148728;51.212258108540006, 4.350554534328846
pm10_hmean_station.fid--17262e03_197a4795c21_-5248;10935;BETZD08;Active;Flanders;;;;;42ZD08 - Zwijndrecht (Neerstraat);2025-06-25T01:00:00+02:00;10;https://www.google.com/maps/search/?api=1&query=213042%2C147399;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=213042%2C147399;51.22730931433437, 4.331523918163803
pm10_hmean_station.fid--17262e03_197a4795c21_-5247;6880;BETH201;Active;Wallonia;;;;;43H201 - Liège;2025-06-25T01:00:00+02:00;2;https://www.google.com/maps/search/?api=1&query=146700%2C233400;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=146700%2C233400;50.62499156889806, 5.547464182570819
pm10_hmean_station.fid--17262e03_197a4795c21_-5242;6911;BETN067;Active;Wallonia;;;;;43N067 - Membach;2025-06-25T01:00:00+02:00;7;https://www.google.com/maps/search/?api=1&query=145881%2C264933;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=145881%2C264933;50.61227752813395, 5.9927527191870595
pm10_hmean_station.fid--17262e03_197a4795c21_-523e;6943;BETN093;Active;Wallonia;;;;;43N093 - Sinsin;2025-06-25T01:00:00+02:00;5;https://www.google.com/maps/search/?api=1&query=107410%2C211760;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=107410%2C211760;50.27447751094961, 5.235168654774107
pm10_hmean_station.fid--17262e03_197a4795c21_-523c;6957;BETN113;Active;Wallonia;;;;;43N113 - Sainte-Ode;2025-06-25T01:00:00+02:00;6;https://www.google.com/maps/search/?api=1&query=80250%2C237720;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=80250%2C237720;50.027029017347836, 5.593016914066444
pm10_hmean_station.fid--17262e03_197a4795c21_-5234;10789;BETR401;Active;Wallonia;;;;;43R401 - Namur;2025-06-25T01:00:00+02:00;6;https://www.google.com/maps/search/?api=1&query=128073%2C185253;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=128073%2C185253;50.46242793960455, 4.865260946011648
pm10_hmean_station.fid--17262e03_197a4795c21_-521f;10767;BELAL03;Active;Flanders;;;;;40AL03 - Beveren;2025-06-25T00:00:00+02:00;7;https://www.google.com/maps/search/?api=1&query=216020%2C138320;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=216020%2C138320;51.25396488066987, 4.201460395126576
pm10_hmean_station.fid--17262e03_197a4795c21_-521b;11048;BELGK37;Active;Flanders;;;;;40GK37 - Genk;2025-06-25T00:00:00+02:00;18;https://www.google.com/maps/search/?api=1&query=180790%2C231004;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=180790%2C231004;50.93174971458806, 5.521087481113465
pm10_hmean_station.fid--17262e03_197a4795c21_-5217;10691;BELSA04;Active;Flanders;;;;;40SA04 - Hoevenen;2025-06-25T00:00:00+02:00;7;https://www.google.com/maps/search/?api=1&query=222679%2C152448;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=222679%2C152448;51.3139288941448, 4.403868139749611
pm10_hmean_station.fid--17262e03_197a4795c21_-520f;6626;BETR012;Active;Brussels;;;;;41R012 - Uccle;2025-06-25T00:00:00+02:00;7;https://www.google.com/maps/search/?api=1&query=165130%2C149280;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=165130%2C149280;50.796631638497885, 4.358538856351678
pm10_hmean_station.fid--17262e03_197a4795c21_-5208;11030;BETMK02;Active;Flanders;;;;;42MK02 - Merksem;2025-06-25T00:00:00+02:00;9;https://www.google.com/maps/search/?api=1&query=215624%2C154103;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=215624%2C154103;51.250507862508094, 4.427522934333513
pm10_hmean_station.fid--17262e03_197a4795c21_-5207;6704;BETN016;Active;Flanders;;;;;42N016 - Dessel;2025-06-25T00:00:00+02:00;9;https://www.google.com/maps/search/?api=1&query=214045%2C205542;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=214045%2C205542;51.23365220616227, 5.1639788463317595
pm10_hmean_station.fid--17262e03_197a4795c21_-5202;6786;BETR801;Active;Flanders;;;;;42R801 - Borgerhout;2025-06-25T00:00:00+02:00;9;https://www.google.com/maps/search/?api=1&query=211080%2C154407;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=211080%2C154407;51.20966253090992, 4.431821046968845
pm10_hmean_station.fid--17262e03_197a4795c21_-51ff;10762;BETR804;Active;Flanders;;;;;42R804 - Antwerpen (Ring);2025-06-25T00:00:00+02:00;9;https://www.google.com/maps/search/?api=1&query=210707%2C155115;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=210707%2C155115;51.206303948654636, 4.441947090848597
pm10_hmean_station.fid--17262e03_197a4795c21_-51fc;10769;BETR818;Active;Flanders;;;;;42R818 - Antwerpen (Burchtse Weel);2025-06-25T00:00:00+02:00;9;https://www.google.com/maps/search/?api=1&query=211367%2C148728;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=211367%2C148728;51.212258108540006, 4.350554534328846
pm10_hmean_station.fid--17262e03_197a4795c21_-51fa;10610;BETR834;Active;Flanders;;;;;42R834 - Boom;2025-06-25T00:00:00+02:00;7;https://www.google.com/maps/search/?api=1&query=197988%2C150795;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=197988%2C150795;51.092000037504356, 4.380103544882495
pm10_hmean_station.fid--17262e03_197a4795c21_-51f9;100021;BETR842;Active;Flanders;;;;;42R842 - Mechelen (Hendrik Speecqvest);2025-06-25T00:00:00+02:00;8;https://www.google.com/maps/search/?api=1&query=190026%2C158034;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=190026%2C158034;51.020374444318165, 4.483255334197501
pm10_hmean_station.fid--17262e03_197a4795c21_-51f8;10937;BETZD01;Active;Flanders;;;;;42ZD01 - Zwijndrecht (Binnenplein);2025-06-25T00:00:00+02:00;9;https://www.google.com/maps/search/?api=1&query=211728%2C147007;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=211728%2C147007;51.2154967122348, 4.325923016227136
pm10_hmean_station.fid--17262e03_197a4795c21_-51f7;10935;BETZD08;Active;Flanders;;;;;42ZD08 - Zwijndrecht (Neerstraat);2025-06-25T00:00:00+02:00;17;https://www.google.com/maps/search/?api=1&query=213042%2C147399;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=213042%2C147399;51.22730931433437, 4.331523918163803
pm10_hmean_station.fid--17262e03_197a4795c21_-51ed;6943;BETN093;Active;Wallonia;;;;;43N093 - Sinsin;2025-06-25T00:00:00+02:00;7;https://www.google.com/maps/search/?api=1&query=107410%2C211760;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=107410%2C211760;50.27447751094961, 5.235168654774107
pm10_hmean_station.fid--17262e03_197a4795c21_-51e9;6970;BETN132;Active;Wallonia;;;;;43N132 - Habay-La-Neuve;2025-06-25T00:00:00+02:00;7;https://www.google.com/maps/search/?api=1&query=46070%2C240980;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=46070%2C240980;49.71928118788111, 5.630397740609144
pm10_hmean_station.fid--17262e03_197a4795c21_-51e4;7021;BETR240;Active;Wallonia;;;;;43R240 - Engis;2025-06-25T00:00:00+02:00;8;https://www.google.com/maps/search/?api=1&query=141940%2C222850;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=141940%2C222850;50.58361434736863, 5.397446050127331
pm10_hmean_station.fid--17262e03_197a4795c21_-51df;7069;BETN052;Active;Flanders;;;;;44N052 - Zwevegem;2025-06-25T00:00:00+02:00;7;https://www.google.com/maps/search/?api=1&query=167678%2C76269;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=167678%2C76269;50.814873869919765, 3.3224943190372773
pm10_hmean_station.fid--17262e03_197a4795c21_-51dc;7092;BETR710;Active;Flanders;;;;;44R710 - Destelbergen;2025-06-25T00:00:00+02:00;5;https://www.google.com/maps/search/?api=1&query=194736%2C108394;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=194736%2C108394;51.06127769765455, 3.7752623896453605
pm10_hmean_station.fid--17262e03_197a4795c21_-51d8;7135;BETR501;Active;Wallonia;;;;;45R501 - Charleroi;2025-06-25T00:00:00+02:00;6;https://www.google.com/maps/search/?api=1&query=122050%2C155930;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=122050%2C155930;50.40931145201488, 4.452171781049859
pm10_hmean_station.fid--17262e03_197a4795c21_-51cc;6157;BELAL05;Active;Flanders;;;;;40AL05 - Beveren;2025-06-24T23:00:00+02:00;9;https://www.google.com/maps/search/?api=1&query=217029%2C143727;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=217029%2C143727;51.26311771687359, 4.278889821667833
pm10_hmean_station.fid--17262e03_197a4795c21_-51c5;11043;BELSZ05;Active;Flanders;;;;;40SZ05 - Steenokkerzeel;2025-06-24T23:00:00+02:00;8;https://www.google.com/maps/search/?api=1&query=178491%2C160297;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=178491%2C160297;50.91664840535989, 4.515181795705702
pm10_hmean_station.fid--17262e03_197a4795c21_-51c1;6552;BETMEU1;Active;Brussels;;;;;41MEU1 - Meudon;2025-06-24T23:00:00+02:00;7;https://www.google.com/maps/search/?api=1&query=176084%2C151686;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=176084%2C151686;50.89510056203224, 4.392717697566157
pm10_hmean_station.fid--17262e03_197a4795c21_-51b8;6693;BETM802;Active;Flanders;;;;;42M802 - Antwerpen;2025-06-24T23:00:00+02:00;11;https://www.google.com/maps/search/?api=1&query=216790%2C153884;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=216790%2C153884;51.260989707467004, 4.424399006935333
pm10_hmean_station.fid--17262e03_197a4795c21_-51b2;6771;BETR020;Active;Flanders;;;;;42R020 - Vilvoorde;2025-06-24T23:00:00+02:00;10;https://www.google.com/maps/search/?api=1&query=181235%2C154777;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=181235%2C154777;50.94138711459387, 4.436720763534069
pm10_hmean_station.fid--17262e03_197a4795c21_-51b1;6786;BETR801;Active;Flanders;;;;;42R801 - Borgerhout;2025-06-24T23:00:00+02:00;9;https://www.google.com/maps/search/?api=1&query=211080%2C154407;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=211080%2C154407;51.20966253090992, 4.431821046968845
pm10_hmean_station.fid--17262e03_197a4795c21_-51ae;10762;BETR804;Active;Flanders;;;;;42R804 - Antwerpen (Ring);2025-06-24T23:00:00+02:00;10;https://www.google.com/maps/search/?api=1&query=210707%2C155115;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=210707%2C155115;51.206303948654636, 4.441947090848597
pm10_hmean_station.fid--17262e03_197a4795c21_-51ab;10769;BETR818;Active;Flanders;;;;;42R818 - Antwerpen (Burchtse Weel);2025-06-24T23:00:00+02:00;10;https://www.google.com/maps/search/?api=1&query=211367%2C148728;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=211367%2C148728;51.212258108540006, 4.350554534328846
pm10_hmean_station.fid--17262e03_197a4795c21_-51aa;10956;BETR823;Active;Flanders;;;;;42R823 - Beveren;2025-06-24T23:00:00+02:00;9;https://www.google.com/maps/search/?api=1&query=211485%2C140998;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=211485%2C140998;51.21325060421084, 4.239930592809776
pm10_hmean_station.fid--17262e03_197a4795c21_-51a7;10937;BETZD01;Active;Flanders;;;;;42ZD01 - Zwijndrecht (Binnenplein);2025-06-24T23:00:00+02:00;10;https://www.google.com/maps/search/?api=1&query=211728%2C147007;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=211728%2C147007;51.2154967122348, 4.325923016227136
pm10_hmean_station.fid--17262e03_197a4795c21_-51a5;6880;BETH201;Active;Wallonia;;;;;43H201 - Liège;2025-06-24T23:00:00+02:00;3;https://www.google.com/maps/search/?api=1&query=146700%2C233400;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=146700%2C233400;50.62499156889806, 5.547464182570819
pm10_hmean_station.fid--17262e03_197a4795c21_-51a1;11071;BETN064;Active;Wallonia;;;;;43N064 - Rixensart;2025-06-24T23:00:00+02:00;7;https://www.google.com/maps/search/?api=1&query=156712%2C158870;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=156712%2C158870;50.72088837560367, 4.494362377317611
pm10_hmean_station.fid--17262e03_197a4795c21_-519d;6936;BETN085;Active;Wallonia;;;;;43N085 - Vielsalm;2025-06-24T23:00:00+02:00;8;https://www.google.com/maps/search/?api=1&query=111525%2C266325;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=111525%2C266325;50.30320782818856, 6.001736288537825
pm10_hmean_station.fid--17262e03_197a4795c21_-519c;6943;BETN093;Active;Wallonia;;;;;43N093 - Sinsin;2025-06-24T23:00:00+02:00;8;https://www.google.com/maps/search/?api=1&query=107410%2C211760;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=107410%2C211760;50.27447751094961, 5.235168654774107
pm10_hmean_station.fid--17262e03_197a4795c21_-5191;7034;BETM705;Active;Flanders;;;;;44M705 - Roeselare;2025-06-24T23:00:00+02:00;8;https://www.google.com/maps/search/?api=1&query=182374%2C64521;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=182374%2C64521;50.94535924135039, 3.152401590470013
pm10_hmean_station.fid--17262e03_197a4795c21_-518c;10704;BETR702;Active;Flanders;;;;;44R702 - Gent (Carlierlaan);2025-06-24T23:00:00+02:00;10;https://www.google.com/maps/search/?api=1&query=192469%2C105550;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=192469%2C105550;51.04068941942742, 3.734971479685309
pm10_hmean_station.fid--17262e03_197a4795c21_-5188;6334;BELRL01;Active;Flanders;;;;;44RL01 - Roeselare;2025-06-24T23:00:00+02:00;7;https://www.google.com/maps/search/?api=1&query=183280%2C62340;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=183280%2C62340;50.95317728023859, 3.121155598901244
pm10_hmean_station.fid--17262e03_197a4795c21_-5180;100043;BETR515;Active;Wallonia;;;;;48R515 - Aeroport 1;2025-06-24T23:00:00+02:00;7;https://www.google.com/maps/search/?api=1&query=126752%2C154028;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=126752%2C154028;50.451600180544055, 4.425464746587248
pm10_hmean_station.fid--17262e03_197a4795c21_-517e;6153;BELAL02;Active;Flanders;;;;;40AL02 - Beveren;2025-06-24T22:00:00+02:00;11;https://www.google.com/maps/search/?api=1&query=221640%2C140660;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=221640%2C140660;51.30452079034417, 4.234832753144062
pm10_hmean_station.fid--17262e03_197a4795c21_-5179;11048;BELGK37;Active;Flanders;;;;;40GK37 - Genk;2025-06-24T22:00:00+02:00;13;https://www.google.com/maps/search/?api=1&query=180790%2C231004;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=180790%2C231004;50.93174971458806, 5.521087481113465
pm10_hmean_station.fid--17262e03_197a4795c21_-5170;6552;BETMEU1;Active;Brussels;;;;;41MEU1 - Meudon;2025-06-24T22:00:00+02:00;9;https://www.google.com/maps/search/?api=1&query=176084%2C151686;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=176084%2C151686;50.89510056203224, 4.392717697566157
pm10_hmean_station.fid--17262e03_197a4795c21_-516f;6563;BETN043;Active;Brussels;;;;;41N043 - Haren;2025-06-24T22:00:00+02:00;9;https://www.google.com/maps/search/?api=1&query=174800%2C151000;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=174800%2C151000;50.883559811382206, 4.38296325180234
pm10_hmean_station.fid--17262e03_197a4795c21_-516d;6626;BETR012;Active;Brussels;;;;;41R012 - Uccle;2025-06-24T22:00:00+02:00;7;https://www.google.com/maps/search/?api=1&query=165130%2C149280;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=165130%2C149280;50.796631638497885, 4.358538856351678
pm10_hmean_station.fid--17262e03_197a4795c21_-5169;100039;BETDU07;Active;Flanders;;;;;40DU07 - Deurne;2025-06-24T22:00:00+02:00;14;https://www.google.com/maps/search/?api=1&query=212942%2C155588;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=212942%2C155588;51.2263885910435, 4.4487499033416125
pm10_hmean_station.fid--17262e03_197a4795c21_-5167;6693;BETM802;Active;Flanders;;;;;42M802 - Antwerpen;2025-06-24T22:00:00+02:00;13;https://www.google.com/maps/search/?api=1&query=216790%2C153884;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=216790%2C153884;51.260989707467004, 4.424399006935333
pm10_hmean_station.fid--17262e03_197a4795c21_-5160;6786;BETR801;Active;Flanders;;;;;42R801 - Borgerhout;2025-06-24T22:00:00+02:00;11;https://www.google.com/maps/search/?api=1&query=211080%2C154407;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=211080%2C154407;51.20966253090992, 4.431821046968845
pm10_hmean_station.fid--17262e03_197a4795c21_-515d;10762;BETR804;Active;Flanders;;;;;42R804 - Antwerpen (Ring);2025-06-24T22:00:00+02:00;11;https://www.google.com/maps/search/?api=1&query=210707%2C155115;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=210707%2C155115;51.206303948654636, 4.441947090848597
pm10_hmean_station.fid--17262e03_197a4795c21_-514a;6950;BETN100;Active;Wallonia;;;;;43N100 - Dourbes;2025-06-24T22:00:00+02:00;12;https://www.google.com/maps/search/?api=1&query=87187%2C166172;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=87187%2C166172;50.09568343419101, 4.594762762155877
pm10_hmean_station.fid--17262e03_197a4795c21_-5141;10789;BETR401;Active;Wallonia;;;;;43R401 - Namur;2025-06-24T22:00:00+02:00;8;https://www.google.com/maps/search/?api=1&query=128073%2C185253;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=128073%2C185253;50.46242793960455, 4.865260946011648
pm10_hmean_station.fid--17262e03_197a4795c21_-513e;7054;BETN029;Active;Flanders;;;;;44N029 - Houtem;2025-06-24T22:00:00+02:00;8;https://www.google.com/maps/search/?api=1&query=191071%2C24655;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=191071%2C24655;51.01628011113793, 2.582322781489744
pm10_hmean_station.fid--17262e03_197a4795c21_-5139;7117;BETR740;Active;Flanders;;;;;44R740 - Sint-Kruiswinkel;2025-06-24T22:00:00+02:00;16;https://www.google.com/maps/search/?api=1&query=204603%2C110815;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=204603%2C110815;51.1501360900007, 3.808735430412745
pm10_hmean_station.fid--17262e03_197a4795c21_-5135;7143;BETR502;Active;Wallonia;;;;;45R502 - Lodelinsart;2025-06-24T22:00:00+02:00;19;https://www.google.com/maps/search/?api=1&query=124240%2C156390;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=124240%2C156390;50.42899539289616, 4.4586808580217205
pm10_hmean_station.fid--17262e03_197a4795c21_-5134;7148;BETR510;Active;Wallonia;;;;;45R510 - Châtelineau;2025-06-24T22:00:00+02:00;7;https://www.google.com/maps/search/?api=1&query=122850%2C160830;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=122850%2C160830;50.416433359538004, 4.521130208130446
pm10_hmean_station.fid--17262e03_197a4795c21_-5133;7151;BETR511;Active;Wallonia;;;;;45R511 - Marcinelle;2025-06-24T22:00:00+02:00;12;https://www.google.com/maps/search/?api=1&query=118520%2C153980;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=118520%2C153980;50.37759210212807, 4.42470045040247
